0,1,2,3,4,5,6,7,8,9,10,11
-0.5765357556454679,0.08273956625938204,0.3736715749991108,0.544752362058216,0.40943958560156235,0.5339180172873191,-0.04461559928067933,2.0,0.0,1.0,0.0,0.0
-0.5765357556454679,-0.5193928848255658,0.5902386225997912,0.9465288094623072,1.469564235939758,2.0119324953199604,-0.1796844249936673,2.0,0.0,0.0,0.0,1.0
-0.3171434026264572,1.1763375779983258,-0.5286911233370576,0.3036864936157613,-1.364195729304175,-0.7486502104756764,-1.2031569402861857,3.0,0.0,1.0,0.0,0.0
0.461033656430575,-1.131982049966982,-1.2144867740725456,-1.5846628091834674,-0.8208348671216322,-1.1542251224450684,0.23643462495442472,3.0,0.0,1.0,0.0,0.0
-0.2739113437899554,-1.0457141590011212,-1.0701087423387587,-1.1828863617793761,-0.6381093101456785,-0.5404355011328787,-0.2963799177971679,3.0,0.0,1.0,0.0,0.0
-0.5765357556454679,1.2242641840904704,1.167750749534939,1.3483052568663985,0.3150876211831844,0.21814562722316505,0.16139398028814247,2.0,0.0,0.0,0.0,1.0
-0.6197678144819697,0.22434090244071933,-0.2399350598694837,-0.0177346643075117,-0.4994090465443573,-0.30965298627357707,-0.3532689705388741,2.0,0.0,1.0,0.0,0.0
-0.49007163797246434,0.6360740184141463,0.30148255913221733,0.4242194278369886,-0.16220574895361098,-0.1939353594225042,-0.009642421194280998,3.0,0.0,1.0,0.0,0.0
-0.8791601675009804,-1.4901245064010105,-0.9257307106049717,-1.1828863617793761,0.24178173248142154,0.18186560277039404,0.10816445725496719,2.0,0.0,0.0,1.0,0.0
2.103851892217643,-0.877971037678614,-1.5393373454735664,-1.3837745854814218,-1.6214056818970792,-1.0888481318559664,-1.2923505802896516,5.0,0.0,1.0,0.0,0.0
-0.14421516728045003,-0.540306312938502,-0.3121240757363772,0.06262062517330653,0.09640245834030846,0.7370696446944917,-0.5812876941296161,3.0,0.0,0.0,0.0,1.0
1.4986030685066178,0.11323831559074712,0.5902386225997912,0.10279826991371566,0.65859421332709,-0.0490960511099138,0.9245642502818661,4.0,0.0,1.0,0.0,0.0
-0.4468395791359625,-0.2745314973366076,-0.09555702813569678,0.1429759146541248,0.13456895295824856,0.469315947669239,-0.3072159278432071,3.0,0.0,1.0,0.0,0.0
-0.40360752029946073,-0.12639471486997753,0.06614636740614445,0.41296968730967426,0.20989023394697331,0.6338312080845189,-0.3663457604401135,3.0,0.0,0.0,0.0,1.0
1.1095145389781018,3.871119929633929,1.6369793526697467,1.9509699279725352,-0.6897787519690399,-0.9346110337820119,0.13403648124085918,4.0,0.0,1.0,0.0,0.0
-1.0953204616834893,-1.6513321814382254,-1.2866757899394392,-1.0623534275581488,-0.3350057410127061,0.7962350237209576,-1.1054686679014374,1.0,0.0,1.0,0.0,0.0
-0.2306792849534536,0.18294974263386676,0.5180496067328978,0.544752362058216,0.49370136376177093,0.4132701361404053,0.17487124250292543,3.0,0.0,0.0,0.0,1.0
0.6771939506130839,0.9062057982062361,-1.1062032502722055,-0.9819981380773306,-1.860998891225721,-1.8643981938997958,-0.7677463547998785,3.0,0.0,1.0,0.0,0.0
0.7204260094495857,-0.15689346420134262,0.1571045273984304,0.5849300067986251,0.3676015616627827,0.9032962590508292,-0.41774323031280786,3.0,0.0,1.0,0.0,0.0
-0.1874472261169518,-0.7973672001600068,-0.8174471868046316,-0.7409322696348759,-0.44844597424971216,-0.13285109690037364,-0.46765878626682167,3.0,0.0,1.0,0.0,0.0
-0.40360752029946073,0.5925043765121965,1.8896409082038739,2.3929240201170354,1.694957802065349,2.006652122428754,0.024365979565596146,3.0,0.0,0.0,0.0,1.0
-0.8791601675009804,-1.167709156326581,-0.9979197264718652,-0.7007546248944667,-0.36390403320006315,0.5266654239136025,-0.9417245160946209,2.0,0.0,1.0,0.0,0.0
